filename,url,Dust and Haze,Floods,Manmade,Sea and Lake Ice,Severe Storms,Snow,Temperature Extremes,Volcanoes,Water Color,Wildfires
379,https://eoimages.gsfc.nasa.gov/images/imagerecords/14000/14457/aqua_anatahan_06jan04_tn.jpg,0,0,0,0,0,0,0,1,0,0
380,https://eoimages.gsfc.nasa.gov/images/imagerecords/14000/14075/Shiveluch_TMO_2004286_tn.jpg,0,0,0,0,0,0,0,1,0,0
381,https://eoimages.gsfc.nasa.gov/images/imagerecords/43000/43924/iceland_amo_2010130_tn.jpg,0,0,0,0,0,0,0,1,0,0
382,https://eoimages.gsfc.nasa.gov/images/imagerecords/43000/43886/eyjafjallajokull_ali_2010124_tn.jpg,0,0,0,0,0,0,0,1,0,0
383,https://eoimages.gsfc.nasa.gov/images/imagerecords/85000/85767/calbuco_tmo_2015113_th.jpg,0,0,0,0,0,0,0,1,0,0
384,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91600/berguitta_tmo_2018016.jpg,0,0,0,0,1,0,0,0,0,0
385,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91600/berguitta_tmo_2018016_bt.png,0,0,0,0,1,0,0,0,0,0
386,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91713/gita_tmo_2018042_front.jpg,0,0,0,0,1,0,0,0,0,0
387,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90199/donna_amo_2017128_tn.jpg,0,0,0,0,1,0,0,0,0,0
388,https://eoimages.gsfc.nasa.gov/images/imagerecords/11000/11023/Kalunde.TMOA2003071_tn.jpg,0,0,0,0,1,0,0,0,0,0
389,https://eoimages.gsfc.nasa.gov/images/imagerecords/16000/16168/carina_AMO_2006058_tn.jpg,0,0,0,0,1,0,0,0,0,0
390,https://eoimages.gsfc.nasa.gov/images/imagerecords/43000/43412/robyn_amo_2010095_tn.jpg,0,0,0,0,1,0,0,0,0,0
391,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91540/ava_vir_2018005.jpg,0,0,0,0,1,0,0,0,0,0
392,https://eoimages.gsfc.nasa.gov/images/imagerecords/89000/89992/cook_vir_2017100_tn.jpg,0,0,0,0,1,0,0,0,0,0
393,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92189/Mekunu_tmo_2018143_tn.jpg,0,0,0,0,1,0,0,0,0,0
394,https://eoimages.gsfc.nasa.gov/images/imagerecords/77000/77279/irina_tmo_2012061_tn.jpg,0,0,0,0,1,0,0,0,0,0
395,https://eoimages.gsfc.nasa.gov/images/imagerecords/89000/89785/enawo_amo_2017065_tn.jpg,0,0,0,0,1,0,0,0,0,0
396,https://eoimages.gsfc.nasa.gov/images/imagerecords/12000/12824/Gafilo_tmo2004066_tn.jpg,0,0,0,0,1,0,0,0,0,0
408,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91732/greatlakes_amo_2018045_front.jpg,0,0,0,0,0,0,1,0,0,0
409,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91548/unitedstates_midatlnorth_tmo_2018007_thumb.jpg,0,0,0,0,0,0,1,0,0,0
410,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91517/contusalsta_tmo_2017360_tn.jpg,0,0,0,0,0,0,1,0,0,0
411,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91503/atlanticocean_tmo_2017362_thumb.jpg,0,0,0,0,0,0,1,0,0,0
412,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91379/ventura_tmo_2017239.jpg,0,0,0,0,0,0,0,0,0,1
413,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91379/ventura_msi_2017239_swir.jpg,0,0,0,0,0,0,0,0,0,1
414,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91364/ockhi_vir_2017338_tn.jpg,0,0,0,0,0,0,0,0,0,1
415,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91372/balleny_sar_2017330_th.jpg,0,0,0,0,0,0,0,0,0,1
416,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90622/montana_amo_2017204_tn.jpg,0,0,0,0,0,0,0,0,0,1
417,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90845/UnitedStates_tmo_2017239_tn.jpg,0,0,0,0,0,0,0,0,0,1
418,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90899/smokeusa_vir_2017247_tn.jpg,0,0,0,0,0,0,0,0,0,1
419,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90907/westernfires_oli_2017247_th.jpg,0,0,0,0,0,0,0,0,0,1
420,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91387/ventura_er2_2017339_th.jpg,0,0,0,0,0,0,0,0,0,1
421,https://eoimages.gsfc.nasa.gov/images/imagerecords/35000/35552/scalif_amo_2008287_tn.jpg,0,0,0,0,0,0,0,0,0,1
422,https://eoimages.gsfc.nasa.gov/images/imagerecords/12000/12371/California.AMOA2003296_tn.jpg,0,0,0,0,0,0,0,0,0,1
423,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91400/california_vir_2017342_th.png,0,0,0,0,0,0,0,0,0,1
424,https://eoimages.gsfc.nasa.gov/images/imagerecords/8000/8155/scalifornia_tmo_2007296_tn.jpg,0,0,0,0,0,0,0,0,0,1
425,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91364/ockhi_vir_2017338.jpg,0,0,0,0,1,0,0,0,0,0
426,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91364/ockhi_amo_2017339.jpg,0,0,0,0,1,0,0,0,0,0
427,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91356/freetown_oli_2017312_th.jpg,0,0,0,0,1,0,0,0,0,0
428,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91379/ventura_msi_2017239_th.jpg,0,0,0,0,1,0,0,0,0,0
429,https://eoimages.gsfc.nasa.gov/images/imagerecords/84000/84650/nilofar_tmo_2014301_tn.jpg,0,0,0,0,1,0,0,0,0,0
430,https://eoimages.gsfc.nasa.gov/images/imagerecords/18000/18567/cyc03b_tmo_2007176_tn.jpg,0,0,0,0,1,0,0,0,0,0
431,https://eoimages.gsfc.nasa.gov/images/imagerecords/86000/86899/chapala_amo_2015303_th.jpg,0,0,0,0,1,0,0,0,0,0
432,https://eoimages.gsfc.nasa.gov/images/imagerecords/38000/38259/bijli_tmo_2009106_tn.jpg,0,0,0,0,1,0,0,0,0,0
433,https://eoimages.gsfc.nasa.gov/images/imagerecords/18000/18440/gonu_tmo_2007156_tn.jpg,0,0,0,0,1,0,0,0,0,0
444,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91274/newzealand_amo_2017317.jpg,0,0,0,0,0,0,0,0,1,0
445,https://eoimages.gsfc.nasa.gov/images/imagerecords/9000/9422/NewZealand_M2002097_tn.jpg,0,0,0,0,0,0,0,0,1,0
446,https://eoimages.gsfc.nasa.gov/images/imagerecords/52000/52157/barents_amo_2011253_tn.jpg,0,0,0,0,0,0,0,0,1,0
447,https://eoimages.gsfc.nasa.gov/images/imagerecords/11000/11293/safrica_aqua_14apr2003_tn.jpg,0,0,0,0,0,0,0,0,1,0
448,https://eoimages.gsfc.nasa.gov/images/imagerecords/49000/49459/NewZealand_amo_2011041_tn.jpg,0,0,0,0,0,0,0,0,1,0
449,https://eoimages.gsfc.nasa.gov/images/imagerecords/82000/82968/brazil_amo_2014019_tn.jpg,0,0,0,0,0,0,0,0,1,0
450,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91237/damrey_vir_2017307.jpg,0,0,0,0,1,0,0,0,0,0
451,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91230/balkhash_oli_2017282_th.jpg,0,0,0,0,1,0,0,0,0,0
452,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91227/iss052e020541_th.jpg,0,0,0,0,1,0,0,0,0,0
453,https://eoimages.gsfc.nasa.gov/images/imagerecords/82000/82372/Haiyan_tmo_2013314_tn.jpg,0,0,0,0,1,0,0,0,0,0
454,https://eoimages.gsfc.nasa.gov/images/imagerecords/82000/82171/Wutip_tmo_2013273_tn.jpg,0,0,0,0,1,0,0,0,0,0
455,https://eoimages.gsfc.nasa.gov/images/imagerecords/19000/19303/Peipah_TRM_2007310_tn.jpg,0,0,0,0,1,0,0,0,0,0
456,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88946/Sarika_amo_2016289_tn.jpg,0,0,0,0,1,0,0,0,0,0
457,https://eoimages.gsfc.nasa.gov/images/imagerecords/35000/35453/mekkhala_tmo_2008274_tn.jpg,0,0,0,0,1,0,0,0,0,0
458,https://disasters.nasa.gov/sites/disasters.nasa.gov/files/styles/image_center/public/disaster-images/NASA_TyphoonDamrey_EOS.jpg?itok=sBWAhMd7,0,0,0,0,1,0,0,0,0,0
459,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91207/saudiarabia_tmo_2017302.jpg,1,0,0,0,0,0,0,0,0,0
460,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91207/saudiarabia_tmo_2017304.jpg,1,0,0,0,0,0,0,0,0,0
461,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91198/benguela_amo_2017245_tn.jpg,1,0,0,0,0,0,0,0,0,0
462,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91212/ozone_omi_2017254_tn.png,1,0,0,0,0,0,0,0,0,0
463,https://eoimages.gsfc.nasa.gov/images/imagerecords/39000/39206/Iraq_AMO_2009186_tn.jpg,1,0,0,0,0,0,0,0,0,0
464,https://eoimages.gsfc.nasa.gov/images/imagerecords/39000/39200/iraq_tmo_2009184_tn.jpg,1,0,0,0,0,0,0,0,0,0
465,https://eoimages.gsfc.nasa.gov/images/imagerecords/15000/15244/iraqdust_amo_2005221_tn.jpg,1,0,0,0,0,0,0,0,0,0
466,https://eoimages.gsfc.nasa.gov/images/imagerecords/35000/35376/iraq_amo_2008260_tn.jpg,1,0,0,0,0,0,0,0,0,0
467,https://eoimages.gsfc.nasa.gov/images/imagerecords/18000/18292/sai_tmo_2007117_tn.jpg,1,0,0,0,0,0,0,0,0,0
468,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91521/southatlantic_vir_2017362.jpg,0,0,0,0,0,0,0,0,1,0
469,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91521/southatlantic_amo_2017362.jpg,0,0,0,0,0,0,0,0,1,0
470,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91529/eastcoast_tmo_2018004_th.jpg,0,0,0,0,0,0,0,0,1,0
471,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91525/yellowsea_tmo_2017322_tn.jpg,0,0,0,0,0,0,0,0,1,0
472,https://eoimages.gsfc.nasa.gov/images/imagerecords/19000/19551/Falkland_TMO_2008013_tn.jpg,0,0,0,0,0,0,0,0,1,0
473,https://eoimages.gsfc.nasa.gov/images/imagerecords/87000/87465/sepacific_vir_2016013_tn.jpg,0,0,0,0,0,0,0,0,1,0
474,https://eoimages.gsfc.nasa.gov/images/imagerecords/17000/17798/Argentina_TMO_2006352_tn.jpg,0,0,0,0,0,0,0,0,1,0
475,https://eoimages.gsfc.nasa.gov/images/imagerecords/14000/14431/Argentina_TMO_2005004_tn.jpg,0,0,0,0,0,0,0,0,1,0
476,https://eoimages.gsfc.nasa.gov/images/imagerecords/6000/6296/Argentina.AMO2006046_tn.jpg,0,0,0,0,0,0,0,0,1,0
477,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91240/india_amo_2017311.jpg,1,0,0,0,0,0,0,0,0,0
478,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91240/asia_amo_2017311.png,1,0,0,0,0,0,0,0,0,0
479,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91240/indiatmo2017312.jpg,1,0,0,0,0,0,0,0,0,0
480,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91217/theewaterskloof_oli_2017283_tn.jpg,1,0,0,0,0,0,0,0,0,0
481,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91254/suihua_oli_2017268_th.jpg,1,0,0,0,0,0,0,0,0,0
482,https://eoimages.gsfc.nasa.gov/images/imagerecords/87000/87273/india_tmo_2016003_tn.jpg,1,0,0,0,0,0,0,0,0,0
483,https://eoimages.gsfc.nasa.gov/images/imagerecords/15000/15897/indiasmog_amo_2005355_tn.jpg,1,0,0,0,0,0,0,0,0,0
484,https://eoimages.gsfc.nasa.gov/images/imagerecords/40000/40845/washingtonaot_tmo_2009268_tn.png,1,0,0,0,0,0,0,0,0,0
485,https://eoimages.gsfc.nasa.gov/images/imagerecords/17000/17493/korea_amo_2006283_tn.jpg,1,0,0,0,0,0,0,0,0,0
486,https://eoimages.gsfc.nasa.gov/images/imagerecords/50000/50214/UnitedKingdom_amo_2011112_tn.jpg,1,0,0,0,0,0,0,0,0,0
487,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91148/lan_vir_2017293.jpg,0,0,0,0,1,0,0,0,0,0
488,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91099/umnak_oli_2014123_th.jpg,0,0,0,0,1,0,0,0,0,0
489,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91154/patten_oli_2017286_th.jpg,0,0,0,0,1,0,0,0,0,0
490,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90972/talimdoksuri_vir_2017256_th.jpg,0,0,0,0,1,0,0,0,0,0
491,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90983/talim_tmo_2017257_th.jpg,0,0,0,0,1,0,0,0,0,0
492,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91148/lan_vir_2017293_tn.jpg,0,0,0,0,1,0,0,0,0,0
493,https://eoimages.gsfc.nasa.gov/images/imagerecords/86000/86478/typhoons_vir_2015236_tn.jpg,0,0,0,0,1,0,0,0,0,0
494,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88820/megi_vir_2016270_th.jpg,0,0,0,0,1,0,0,0,0,0
495,https://eoimages.gsfc.nasa.gov/images/imagerecords/17000/17353/gordon_amo_2006262_tn.jpg,0,0,0,0,1,0,0,0,0,0
496,https://eoimages.gsfc.nasa.gov/images/imagerecords/51000/51354/Ma-on_amo_2011196_tn.jpg,0,0,0,0,1,0,0,0,0,0
497,https://eoimages.gsfc.nasa.gov/images/imagerecords/84000/84525/Vongfong_amo_2014282_tn.jpg,0,0,0,0,1,0,0,0,0,0
498,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91135/ophelia_tmo_2017289_th.jpg,0,0,0,0,1,0,0,0,0,0
499,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91125/ophelia_vir_2017286_th.jpg,0,0,0,0,1,0,0,0,0,0
500,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91185/india_vir_2017298.jpg,0,0,1,0,0,0,0,0,0,0
501,https://eoimages.gsfc.nasa.gov/images/imagerecords/86000/86909/India_vir_2015303_tn.jpg,0,0,1,0,0,0,0,0,0,0
502,https://eoimages.gsfc.nasa.gov/images/imagerecords/86000/86982/india_viirs_2015310_tn.jpg,0,0,1,0,0,0,0,0,0,0
503,https://eoimages.gsfc.nasa.gov/images/imagerecords/46000/46604/India_AMO_2010299_tn.jpg,0,0,1,0,0,0,0,0,0,0
504,https://eoimages.gsfc.nasa.gov/images/imagerecords/84000/84680/india_amo_2014303_tn.jpg,0,0,1,0,0,0,0,0,0,0
505,https://eoimages.gsfc.nasa.gov/images/imagerecords/89000/89052/india_vir_2016307_th.jpg,0,0,1,0,0,0,0,0,0,0
506,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91470/pineisland_oli_2017349_tn.jpg,0,0,0,1,0,0,0,0,0,0
507,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91203/pineisland_oli_2017296_tn.jpg,0,0,0,1,0,0,0,0,0,0
508,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91066/pineisland_oli_2017271_th.jpg,0,0,0,1,0,0,0,0,0,0
509,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91022/pineisland_oli_2017264_th.jpg,0,0,0,1,0,0,0,0,0,0
510,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91996/Vanuatu_amo_2018101.jpg,0,0,0,0,0,0,0,1,0,0
511,https://eoimages.gsfc.nasa.gov/images/imagerecords/44000/44212/yasur_amo_2010157_tn.jpg,0,0,0,0,0,0,0,1,0,0
512,https://eoimages.gsfc.nasa.gov/images/imagerecords/13000/13092/Vanuatu.AMOA2004136_tn.jpg,0,0,0,0,0,0,0,1,0,0
513,https://eoimages.gsfc.nasa.gov/images/imagerecords/87000/87762/dukono_2016082_th.jpg,0,0,0,0,0,0,0,1,0,0
514,https://eoimages.gsfc.nasa.gov/images/imagerecords/41000/41544/vanuatu_tmo_2009337_tn.jpg,0,0,0,0,0,0,0,1,0,0
515,https://eoimages.gsfc.nasa.gov/images/imagerecords/89000/89396/colima_tmo_2017004_th.jpg,0,0,0,0,0,0,0,1,0,0
516,https://disasters.nasa.gov/sites/disasters.nasa.gov/files/styles/image_center/public/disaster-images/terra-volcano.jpg?itok=TN9U61QB,0,0,0,0,0,0,0,1,0,0
517,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91337/agung_tmo_2017333_th.jpg,0,0,0,0,0,0,0,1,0,0
518,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91329/agung_omp_2017331_th.png,0,0,0,0,0,0,0,1,0,0
519,https://disasters.nasa.gov/sites/disasters.nasa.gov/files/styles/image_left_right/public/disaster-images/mount_agung_2007_340.jpg?itok=vgtFxXjE,0,0,0,0,0,0,0,1,0,0
520,https://disasters.nasa.gov/sites/disasters.nasa.gov/files/styles/image_left_right/public/disaster-images/central-mexico-earthquake-2017.png?itok=gYHlWTgQ,0,0,0,0,0,0,0,0,0,0
521,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92789/puertorico_oli_2017285_th.jpg,0,0,0,0,1,0,0,0,0,0
522,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91044/sanjuan_vir_2017271_th.png,0,0,0,0,1,0,0,0,0,0
523,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91030/loiza_oli_2017269_th.jpg,0,0,0,0,1,0,0,0,0,0
524,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91012/maria_mrg_2017264_th.png,0,0,0,0,1,0,0,0,0,0
525,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91004/maria_goe_2017263_th.jpg,0,0,0,0,1,0,0,0,0,0
526,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90998/atlantic_goe_2017262_th.jpg,0,0,0,0,1,0,0,0,0,0
527,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90983/talim_tmo_2017257.jpg,0,0,0,0,1,0,0,0,0,0
528,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90980/natlanticai_omp_2017247_tn.png,0,0,0,0,1,0,0,0,0,0
529,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90926/kotor_oli_2017223_th.jpg,0,0,0,0,1,0,0,0,0,0
530,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90972/talimdoksuri_vir_2017256_th.jpg,0,0,0,0,1,0,0,0,0,0
531,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90983/talim_tmo_2017257_th.jpg,0,0,0,0,1,0,0,0,0,0
532,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91148/lan_vir_2017293_tn.jpg,0,0,0,0,1,0,0,0,0,0
533,https://eoimages.gsfc.nasa.gov/images/imagerecords/83000/83998/neoguri_vir_2014189_tn.jpg,0,0,0,0,1,0,0,0,0,0
534,https://eoimages.gsfc.nasa.gov/images/imagerecords/83000/83995/neoguri_amo_2014189_tn.jpg,0,0,0,0,1,0,0,0,0,0
535,https://eoimages.gsfc.nasa.gov/images/imagerecords/51000/51354/Ma-on_amo_2011196_tn.jpg,0,0,0,0,1,0,0,0,0,0
536,https://eoimages.gsfc.nasa.gov/images/imagerecords/51000/51383/maon_tmo_2011199_tn.jpg,0,0,0,0,1,0,0,0,0,0
537,https://eoimages.gsfc.nasa.gov/images/imagerecords/12000/12362/Parma_AMO2003303_tn.jpg,0,0,0,0,1,0,0,0,0,0
538,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92033/TTIPreIrma20170328-20171201_th.jpg,0,0,0,0,1,0,0,0,0,0
539,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90970/irma_mrg_2017255_th.png,0,0,0,0,1,0,0,0,0,0
540,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90975/barbuda_oli_2017255_th.jpg,0,0,0,0,1,0,0,0,0,0
541,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90952/virgingorda_oli_2017253_th.jpg,0,0,0,0,1,0,0,0,0,0
542,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90948/irma_goe_2017253_th.jpg,0,0,0,0,1,0,0,0,0,0
543,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90931/hurricanes_vir_2017251_th.jpg,0,0,0,0,1,0,0,0,0,0
544,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90918/hurricanes_vir_2017249_th.jpg,0,0,0,0,1,0,0,0,0,0
545,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90912/irma_crw_2017248_th.png,0,0,0,0,1,0,0,0,0,0
546,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90901/irma_vir_2017248_th.jpg,0,0,0,0,1,0,0,0,0,0
547,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90883/harvey_crw_2017242_th.png,0,0,0,0,1,0,0,0,0,0
548,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90873/harvey_tmo_2017243_swir_tn.jpg,0,0,0,0,1,0,0,0,0,0
549,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90870/harvey_crw_2017242_th.png,0,0,0,0,1,0,0,0,0,0
550,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90866/harvey_tmo_2017243_tn.jpg,0,0,0,0,1,0,0,0,0,0
551,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90864/harvey_smp_2017239_th.png,0,0,0,0,1,0,0,0,0,0
552,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90855/harvey_mrg_2017240_th.png,0,0,0,0,1,0,0,0,0,0
553,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90839/harvey_tmo_2017239_tn.jpg,0,0,0,0,1,0,0,0,0,0
554,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90822/harvey_goe_2017237_th.jpg,0,0,0,0,1,0,0,0,0,0
555,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90818/harvey_tmo_2017236_tn.jpg,0,0,0,0,1,0,0,0,0,0
556,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90724/franklin_vir_2017222.jpg,0,0,0,0,1,0,0,0,0,0
557,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90724/Franklin_vir_2017221.jpg,0,0,0,0,1,0,0,0,0,0
558,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92930/willa_vir_2018295_th.jpg,0,0,0,0,1,0,0,0,0,0
559,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90901/irma_vir_2017248_th.jpg,0,0,0,0,1,0,0,0,0,0
560,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88516/earl_vir_2016215_tn.jpg,0,0,0,0,1,0,0,0,0,0
561,https://eoimages.gsfc.nasa.gov/images/imagerecords/92000/92417/Chris_vir_2018191_tn.jpg,0,0,0,0,1,0,0,0,0,0
562,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88851/matthew_vir_2016273_tn.jpg,0,0,0,0,1,0,0,0,0,0
563,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90709/greenland_oli_2017215_wide.jpg,0,0,0,0,0,0,0,0,0,1
564,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90709/greenland_oli_2017215.jpg,0,0,0,0,0,0,0,0,0,1
565,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90729/eclipseclouds_tamo_2017_th.png,0,0,0,0,0,0,0,0,0,1
566,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90734/tristan_oli_2017176_th.jpg,0,0,0,0,0,0,0,0,0,1
567,https://eoimages.gsfc.nasa.gov/images/imagerecords/16000/16881/Maricopa.TMO2006171_tn.jpg,0,0,0,0,0,0,0,0,0,1
568,https://eoimages.gsfc.nasa.gov/images/imagerecords/86000/86569/california_tmo_2015250_tn.jpg,0,0,0,0,0,0,0,0,0,1
569,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88278/erskine_amo_2016178_tn.jpg,0,0,0,0,0,0,0,0,0,1
570,https://eoimages.gsfc.nasa.gov/images/imagerecords/50000/50952/Arizona_tmo_2011160_tn.jpg,0,0,0,0,0,0,0,0,0,1
571,https://eoimages.gsfc.nasa.gov/images/imagerecords/4000/4520/Peppin.AMOA2004145_tn.jpg,0,0,0,0,0,0,0,0,0,1
572,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90650/corsica_msi_2017207.jpg,0,0,0,0,0,0,0,0,0,1
573,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90650/corsica_tmo_2017207.jpg,0,0,0,0,0,0,0,0,0,1
574,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90640/pakistan_oli_2017145_th.jpg,0,0,0,0,0,0,0,0,0,1
575,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90647/ISS052-E-8744_th.jpg,0,0,0,0,0,0,0,0,0,1
576,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90423/portugal_tmo_2017169_tn.jpg,0,0,0,0,0,0,0,0,0,1
577,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90427/portugal_vir_2017170_tn.jpg,0,0,0,0,0,0,0,0,0,1
578,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90578/vesuvius_vir_2017193_th.jpg,0,0,0,0,0,0,0,0,0,1
579,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90603/adriaticcoast_amo_2017197_tn.jpg,0,0,0,0,0,0,0,0,0,1
580,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88039/mcmurray_oli_2016133_th.jpg,0,0,0,0,0,0,0,0,0,1
581,https://eoimages.gsfc.nasa.gov/images/imagerecords/88000/88590/madeira_oli_2016224_th.jpg,0,0,0,0,0,0,0,0,0,1
582,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91111/santarosa_oli_2017284_th.jpg,0,0,0,0,0,0,0,0,0,1
583,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91421/california_oli_2017343_th.jpg,0,0,0,0,0,0,0,0,0,1
584,https://eoimages.gsfc.nasa.gov/images/imagerecords/81000/81861/silverfire_oli_2013222_tn.jpg,0,0,0,0,0,0,0,0,0,1
585,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91038/erie_oli_2017269_th.jpg,0,0,0,0,0,0,0,0,1,0
586,https://eoimages.gsfc.nasa.gov/images/imagerecords/91000/91017/erie_tmo_2017267_th.jpg,0,0,0,0,0,0,0,0,1,0
587,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90654/Noru_amo_2017212.jpg,0,0,0,0,1,0,0,0,0,0
588,https://eoimages.gsfc.nasa.gov/images/imagerecords/90000/90654/NoruEye_amo_2017212.jpg,0,0,0,0,1,0,0,0,0,0
